123456,0,Steve_Sleder,Ste_leder,12001137,0,0
2,0,Steve_Sleder,Ste_leder,12001137,-0.5,0
2,0,Steve_Sleder,Ste_leder,12001137,0.5,0
2,0,Steve_Sleder,Ste_leder,12001137,-1047955,0
2,1,Steve_Vishwanath,Ste_anath,218970968,-1352209,0
2,3,Steve_Zhuang,Ste_huang,883454075,0.0,0
2,5,Sumanth_Sleder,Sum_leder,1372288908,687289,0
2,5,Sumanth_Sleder,Sum_leder,1372288908,0.75,0
2,5,Sumanth_Sleder,Sum_leder,1372288908,0.25,0
2,5,Sumanth_Sleder,Sum_leder,1372288908,-1.0,0
2,5,Sumanth_Sleder,Sum_leder,1372288908,1.0,0
2,5,Sumanth_Sleder,Sum_leder,1372288908,-688289,0
2,7,Sumanth_Hong,Sum__Hong,656371806,1237036,0
2,7,Sumanth_Hong,Sum__Hong,656371806,0.0,0
2,7,Sumanth_Hong,Sum__Hong,656371806,0.25,0
2,8,Sumanth_Zhuang,Sum_huang,496420816,1590348,0
2,8,Sumanth_Zhuang,Sum_huang,496420816,-1591348,0
2,10,Rankyung_Sleder,Ran_leder,10364905,1875757,0
2,10,Rankyung_Sleder,Ran_leder,10364905,1.0,0
2,11,Rankyung_Vishwanath,Ran_anath,484935675,19133,0
2,12,Rankyung_Hong,Ran__Hong,793182618,1079775,0
2,12,Rankyung_Hong,Ran__Hong,793182618,-0.5,0
492,12,Rankyung_Hong,Ran__Hong,793182618,0,0
9,12.00,Rankyung_Hong,Ran__Hong,793182618,-1079760.5,0
9,14.00,Rankyung_Chandra,Ran_andra,1526649932,-761179.5,0
2,15,Zhou_Sleder,Zho_leder,1464284154,0.0,0
2,15,Zhou_Sleder,Zho_leder,1464284154,-261739,0
9,16.00,Zhou_Vishwanath,Zho_anath,1559718886,-806968.5,0
2,17,Zhou_Hong,Zho__Hong,546397896,-0.75,0
6,17,Zhou_Hong,Zho__Hong,546397896,0,0
2,17,Zhou_Hong,Zho__Hong,546397896,-0.5,0
2,20,Abishek_Sleder,Abi_leder,1192393157,1.0,0
123456,20,Abishek_Sleder,Abi_leder,1192393157,0,0
2,20,Abishek_Sleder,Abi_leder,1192393157,-1870334,0
9,20.00,Abishek_Sleder,Abi_leder,1192393157,-1869314.0,0
2,22,Abishek_Hong,Abi__Hong,217461852,1097854,0
2,22,Abishek_Hong,Abi__Hong,217461852,1.0,0
1234,22,Abishek_Hong,Abi__Hong,217461852,0,0
2,23,Abishek_Zhuang,Abi_huang,963633536,1.0,0
2,24,Abishek_Chandra,Abi_andra,614980918,-0.25,0
2,24,Abishek_Chandra,Abi_andra,614980918,-1770003,0
