9,0.00,Steve_Sleder,Ste_leder,12001137,-1046954.25,0
2,2,Steve_Hong,Ste__Hong,356546314,1.0,0
2,2,Steve_Hong,Ste__Hong,356546314,0.75,0
2,2,Steve_Hong,Ste__Hong,356546314,1.0,0
98234,2,Steve_Hong,Ste__Hong,356546314,0,0
3,2,Steve_Hong,Ste__Hong,356546314,0,0
2,3,Steve_Zhuang,Ste_huang,883454075,1956097,0
2,3,Steve_Zhuang,Ste_huang,883454075,1.0,0
2,4,Steve_Chandra,Ste_andra,279136841,1.0,0
2,4,Steve_Chandra,Ste_andra,279136841,-1152378,0
1234,5,Sumanth_Sleder,Sum_leder,1372288908,0,0
2,6,Sumanth_Vishwanath,Sum_anath,1321900540,-1390778,0
9,7.00,Sumanth_Hong,Sum__Hong,656371806,-1237030.25,0
2,9,Sumanth_Chandra,Sum_andra,158335197,1634397,0
2,10,Rankyung_Sleder,Ran_leder,10364905,-1876757,0
9,11.00,Rankyung_Vishwanath,Ran_anath,484935675,-19122,0
2,13,Rankyung_Zhuang,Ran_huang,595073892,1110383,0
2,14,Rankyung_Chandra,Ran_andra,1526649932,-0.5,0
2,14,Rankyung_Chandra,Ran_andra,1526649932,-762195,0
2,16,Zhou_Vishwanath,Zho_anath,1559718886,0.5,0
2,18,Zhou_Zhuang,Zho_huang,1495894978,1195305,0
9,18.00,Zhou_Zhuang,Zho_huang,1495894978,-1195287.5,0
2,19,Zhou_Chandra,Zho_andra,1156357800,-841366,0
9,19.00,Zhou_Chandra,Zho_andra,1156357800,-840346.25,0
6,21,Abishek_Vishwanath,Abi_anath,1566036139,0,0
2,21,Abishek_Vishwanath,Abi_anath,1566036139,-0.5,0
2,21,Abishek_Vishwanath,Abi_anath,1566036139,-896982,0
2,22,Abishek_Hong,Abi__Hong,217461852,-1.0,0
2,23,Abishek_Zhuang,Abi_huang,963633536,0.0,0
