0,0,Steve_Sleder,Ste_leder,12001137,0,0
0,0,Steve_Vishwanath,Ste_anath,218970968,0,0
0,0,Steve_Hong,Ste__Hong,356546314,0,0
0,0,Steve_Zhuang,Ste_huang,883454075,0,0
0,0,Steve_Chandra,Ste_andra,279136841,0,0
0,0,Sumanth_Sleder,Sum_leder,1372288908,0,0
0,0,Sumanth_Vishwanath,Sum_anath,1321900540,0,0
0,0,Sumanth_Hong,Sum__Hong,656371806,0,0
0,0,Sumanth_Zhuang,Sum_huang,496420816,0,0
0,0,Sumanth_Chandra,Sum_andra,158335197,0,0
0,0,Rankyung_Sleder,Ran_leder,10364905,0,0
0,0,Rankyung_Vishwanath,Ran_anath,484935675,0,0
0,0,Rankyung_Hong,Ran__Hong,793182618,0,0
0,0,Rankyung_Zhuang,Ran_huang,595073892,0,0
0,0,Rankyung_Chandra,Ran_andra,1526649932,0,0
0,0,Zhou_Sleder,Zho_leder,1464284154,0,0
0,0,Zhou_Vishwanath,Zho_anath,1559718886,0,0
0,0,Zhou_Hong,Zho__Hong,546397896,0,0
0,0,Zhou_Zhuang,Zho_huang,1495894978,0,0
0,0,Zhou_Chandra,Zho_andra,1156357800,0,0
0,0,Abishek_Sleder,Abi_leder,1192393157,0,0
0,0,Abishek_Vishwanath,Abi_anath,1566036139,0,0
0,0,Abishek_Hong,Abi__Hong,217461852,0,0
0,0,Abishek_Zhuang,Abi_huang,963633536,0,0
0,0,Abishek_Chandra,Abi_andra,614980918,0,0
2,0,Steve_Sleder,Ste_leder,12001137,1046955,0
2,0,Steve_Sleder,Ste_leder,12001137,-1.0,0
9,1.00,Steve_Vishwanath,Ste_anath,218970968,-1351207.0,0
2,2,Steve_Hong,Ste__Hong,356546314,0.5,0
2,2,Steve_Hong,Ste__Hong,356546314,-0.5,0
2,2,Steve_Hong,Ste__Hong,356546314,0.0,0
2,2,Steve_Hong,Ste__Hong,356546314,-193939,0
2,3,Steve_Zhuang,Ste_huang,883454075,-1957097,0
98234,4,Steve_Chandra,Ste_andra,279136841,0,0
2,6,Sumanth_Vishwanath,Sum_anath,1321900540,1.0,0
2,7,Sumanth_Hong,Sum__Hong,656371806,-0.25,0
9,8.00,Sumanth_Zhuang,Sum_huang,496420816,-1590342.25,0
2,9,Sumanth_Chandra,Sum_andra,158335197,-1635397,0
2,12,Rankyung_Hong,Ran__Hong,793182618,-1.0,0
2,12,Rankyung_Hong,Ran__Hong,793182618,-0.25,0
2,12,Rankyung_Hong,Ran__Hong,793182618,0.0,0
2,13,Rankyung_Zhuang,Ran_huang,595073892,1.0,0
2,13,Rankyung_Zhuang,Ran_huang,595073892,0.25,0
492,14,Rankyung_Chandra,Ran_andra,1526649932,0,0
98234,14,Rankyung_Chandra,Ran_andra,1526649932,0,0
9,15.00,Zhou_Sleder,Zho_leder,1464284154,-260724.0,0
2,16,Zhou_Vishwanath,Zho_anath,1559718886,0.25,0
2389,16,Zhou_Vishwanath,Zho_anath,1559718886,0,0
2,16,Zhou_Vishwanath,Zho_anath,1559718886,1.0,0
2,16,Zhou_Vishwanath,Zho_anath,1559718886,-807982,0
2,18,Zhou_Zhuang,Zho_huang,1495894978,0.0,0
2,18,Zhou_Zhuang,Zho_huang,1495894978,1.0,0
2,18,Zhou_Zhuang,Zho_huang,1495894978,-1.0,0
2,20,Abishek_Sleder,Abi_leder,1192393157,-0.25,0
2,21,Abishek_Vishwanath,Abi_anath,1566036139,-1.0,0
2,21,Abishek_Vishwanath,Abi_anath,1566036139,-0.5,0
2,21,Abishek_Vishwanath,Abi_anath,1566036139,-0.25,0
9,21.00,Abishek_Vishwanath,Abi_anath,1566036139,-895958.5,0
2389,22,Abishek_Hong,Abi__Hong,217461852,0,0
2,22,Abishek_Hong,Abi__Hong,217461852,0.5,0
2,24,Abishek_Chandra,Abi_andra,614980918,0.75,0
