2,0,Steve_Sleder,Ste_leder,12001137,-0.25,0
2,0,Steve_Sleder,Ste_leder,12001137,1.0,0
2,1,Steve_Vishwanath,Ste_anath,218970968,1351209,0
2,1,Steve_Vishwanath,Ste_anath,218970968,-1.0,0
2,2,Steve_Hong,Ste__Hong,356546314,-1.0,0
9,2.00,Steve_Hong,Ste__Hong,356546314,-192937.5,0
2,3,Steve_Zhuang,Ste_huang,883454075,0.75,0
9,3.00,Steve_Zhuang,Ste_huang,883454075,-1956095.75,0
2,4,Steve_Chandra,Ste_andra,279136841,1.0,0
2,4,Steve_Chandra,Ste_andra,279136841,0.75,0
2,4,Steve_Chandra,Ste_andra,279136841,-1.0,0
2,5,Sumanth_Sleder,Sum_leder,1372288908,0.0,0
2,5,Sumanth_Sleder,Sum_leder,1372288908,-0.5,0
2,8,Sumanth_Zhuang,Sum_huang,496420816,-0.25,0
9,9.00,Sumanth_Chandra,Sum_andra,158335197,-1634388,0
2,12,Rankyung_Hong,Ran__Hong,793182618,-1080775,0
3,13,Rankyung_Zhuang,Ran_huang,595073892,0,0
2,13,Rankyung_Zhuang,Ran_huang,595073892,-0.25,0
9,13.00,Rankyung_Zhuang,Ran_huang,595073892,-1110372.0,0
2,14,Rankyung_Chandra,Ran_andra,1526649932,761195,0
2,14,Rankyung_Chandra,Ran_andra,1526649932,0.25,0
2,16,Zhou_Vishwanath,Zho_anath,1559718886,806982,0
1234,16,Zhou_Vishwanath,Zho_anath,1559718886,0,0
2,16,Zhou_Vishwanath,Zho_anath,1559718886,-0.25,0
2,18,Zhou_Zhuang,Zho_huang,1495894978,1.0,0
3,18,Zhou_Zhuang,Zho_huang,1495894978,0,0
2,18,Zhou_Zhuang,Zho_huang,1495894978,-1196305,0
2,20,Abishek_Sleder,Abi_leder,1192393157,1869334,0
2,20,Abishek_Sleder,Abi_leder,1192393157,0.5,0
2,21,Abishek_Vishwanath,Abi_anath,1566036139,895982,0
2,22,Abishek_Hong,Abi__Hong,217461852,0.5,0
2,22,Abishek_Hong,Abi__Hong,217461852,0.75,0
2,22,Abishek_Hong,Abi__Hong,217461852,-0.5,0
2389,22,Abishek_Hong,Abi__Hong,217461852,0,0
9,22.00,Abishek_Hong,Abi__Hong,217461852,-1097833.25,0
2,23,Abishek_Zhuang,Abi_huang,963633536,-0.25,0
2,23,Abishek_Zhuang,Abi_huang,963633536,1.0,0
2,23,Abishek_Zhuang,Abi_huang,963633536,0.5,0
2,23,Abishek_Zhuang,Abi_huang,963633536,-1.0,0
9,24.00,Abishek_Chandra,Abi_andra,614980918,-1768979.5,0
